6007299,1999,14606,1998,"JP","",761458,3,,416,1,19,3,0,1,,0.4444,,1.6667,0,0,,,0	
6007306,1999,14606,1997,"FR","",275750,3,,417,5,53,8,0,0.75,,0.5,,24.625,0.6,0.375,,,0	
6007313,1999,14606,1997,"DE","",763094,3,,417,5,53,1,0,1,,0,,10,0,0,,,0	
6007320,1999,14606,1997,"DE","",234195,3,,425,5,51,13,0,1,,0.7456,,6.0769,0.2727,0.2308,,,0	
6007327,1999,14606,1997,"AT","",169420,3,,431,6,66,19,0,0.7895,,0.7822,,20.4211,0,0,,,0	
6007334,1999,14606,1997,"CH","",758183,3,,433,3,39,12,0,0.9167,,0.4298,,13.8333,0,0,,,0	
6007341,1999,14606,1998,"US","OH",,1,,434,6,69,20,0,0.55,,0,,36.55,,,,,2	
6007348,1999,14606,1998,"US","RI",7905,2,,439,4,41,38,0,0.9737,,0.7801,,8.9737,0.0588,0.0526,,,2	
6007355,1999,14606,1997,"JP","",212365,3,,439,4,41,2,0,1,,0,,1.5,0,0,,,0	
6007362,1999,14606,1997,"US","PA",695811,2,,439,4,41,14,0,1,,0.4694,,10.7143,0,0,,,2	
6007369,1999,14606,1998,"US","PA",695811,2,,439,4,41,8,0,1,,0.2188,,9.75,0.125,0.125,,,2	
6007376,1999,14606,1998,"JP","",252425,3,,439,4,41,2,0,1,,0,,7,0,0,,,0	
6007383,1999,14606,1997,"FR","",49560,3,,439,4,41,4,0,1,,0.375,,10,0,0,,,0	
6007390,1999,14606,1998,"US","MI",219155,2,,439,4,41,5,0,1,,0.72,,10.2,0.2,0.2,,,1	
6007397,1999,14606,1998,"KR","",319990,3,,445,4,42,1,0,1,,0,,1,0,0,,,0	
6007404,1999,14606,1998,"US","PA",,1,,446,6,62,13,0,0.8462,,0.314,,18.2308,,,,,0	
6007411,1999,14606,1997,"US","VT",280070,2,,451,5,51,8,0,1,,0.6563,,6.625,0,0,,,0	
6007418,1999,14606,1995,"CH","",720285,3,,452,6,61,6,0,1,,0.7222,,12.1667,0,0,,,0	
6007425,1999,14606,1997,"JP","",697174,3,,463,6,62,4,0,1,,0.625,,11,0,0,,,0	
6007432,1999,14606,1998,"US","CA",84755,2,,473,6,62,30,0,1,,0,,6.0333,0.0556,0.0333,,,11	
